twitter_link,text,date,likes,comments
https://twitter.com/Ranger_Ichsan/status/1698626629621424292#m,Mengatasi polusi kenapa harus pakai mobil listrik ? Kenapa ngak pakai Esemka yang bahan bakarnya menyan.......,"Sep 4, 2023 · 9:18 AM UTC",4,1
https://twitter.com/yusufabualif/status/1698620266518315372#m,"Luhut Gunakan Mobil Listrik dan Uji Emisi untuk Atasi Polusi Udara, Walhi: Egois dan Tidak Etis  Walhi menyebut Luhut berusaha membersihkan udara di Jakarta dengan cara yang merusak lingkungan daerah lain.  https://gbn.top/index.php/ragam/luhut-gunakan-mobil-listrik-dan-uji-emisi-untuk-atasi-polusi-udara-walhi-egois-dan-tidak-etis","Sep 4, 2023 · 8:53 AM UTC",0,0
https://twitter.com/manda34b/status/1698620122796335272#m,"Luhut Gunakan Mobil Listrik dan Uji Emisi untuk Atasi Polusi Udara, Walhi: Egois dan Tidak Etis  Walhi menyebut Luhut berusaha membersihkan udara di Jakarta dengan cara yang merusak lingkungan daerah lain.  https://gbn.top/index.php/ragam/luhut-gunakan-mobil-listrik-dan-uji-emisi-untuk-atasi-polusi-udara-walhi-egois-dan-tidak-etis","Sep 4, 2023 · 8:52 AM UTC",0,0
https://twitter.com/pinterpolitik/status/1698608952001581280#m,"Banyak yang berpandangan mobil listrik akan jadi solusi untuk menurunkan polusi. Akan tetapi, sebuah laporan dari Centre for Research on Energy and Clean Air (CREA) justru melontarkan kritik.","Sep 4, 2023 · 8:08 AM UTC",0,1
https://twitter.com/pinterpolitik/status/1698608883911237858#m,"Belakangan ini pembahasan tentang polusi udara cukup ramai diperbincangkan publik, khususnya terkait tingkat polusi di Kota Jakarta. Terkait itu, obrolan tentang mobil listrik ikut juga dibicarakan.","Sep 4, 2023 · 8:08 AM UTC",0,1
https://twitter.com/VladimirPunten/status/1698546513734221918#m,"Pakai Mobil Listrik, listrik nya dari Batubara, yg ga berubah ya Polusi Udaranya","Sep 4, 2023 · 4:00 AM UTC",1,2
https://twitter.com/LaNenna4/status/1698534044722659417#m,"Kok bisa ya ada orng marketing mobil listrik sedang pasarkan produknya bertepatan dengan polusi udara yg menggila di jakarta,","Sep 4, 2023 · 3:10 AM UTC",0,0
https://twitter.com/scantheworld23/status/1698526801650200826#m,Fakta ini tidak lebih mengejutkan dibanding fakta kegagalan mengatasi polusi dari berbagai PLTU disekitar jakarta. Pengalihan ke mobil/motor listrik hanya upaya menutupi. Saatnya pemegang kebijakan terbuka sebelum korban polusi semakin menumpuk,"Sep 4, 2023 · 2:42 AM UTC",0,0
https://twitter.com/RidNgemil/status/1698512869854163436#m,Sbg penghasil nikel trbesar Indonesia bisa produksi baterai murah khusus u/ rakyat. Jd hrg mobil EV pun murah. Kcuali u/ psr luar berlaku hrga normal. Kalo mau langit indonesia bersih dgn mobil listrik ya kudu gitu. Lain cerita kalo niatnya memang raup untung gede dari isu polusi,"Sep 4, 2023 · 1:46 AM UTC",2,1
https://twitter.com/papi_Ngolo/status/1698507895304839625#m,"isi berita nya nih adick-adick  Kemenperin : kendaraan jarang kok masih polusi, kayak nya ga dari sini  KLHK: PLTU nih kayaknya  My Lord : jualan mobil listrik","Sep 4, 2023 · 1:26 AM UTC",0,0
https://twitter.com/achmad_kusnanto/status/1698499359061540895#m,Haha.... Kalo LBP mah mqngjualan mobil listrik...... Wajar lah .... Bilang kendaraan fosil prnyumbang polusi terbesar. Haha......,"Sep 4, 2023 · 12:52 AM UTC",0,0
https://twitter.com/AgusmanSandofar/status/1698477737655095539#m,"Waduh proyek terus, opung yang sibuk batu bara menyebabkan polusi, opung sendiri yang ribut harus mobil listrik, betul betul pebisnis kelas cebong 😂😂😂","Sep 3, 2023 · 11:27 PM UTC",0,0
https://twitter.com/Kristianginting/status/1698463857377763462#m,"Apapun masalahnya Opung jawabannya. Dan soal polusi, jualannya selalu mobil listrik. Gimana Pung?  https://www.cnnindonesia.com/ekonomi/20230901184725-92-993655/polusi-makin-parah-luhut-ingin-percepat-proyek-kendaraan-listrik","Sep 3, 2023 · 10:31 PM UTC",0,0
https://twitter.com/Hendra12381/status/1698397233065165282#m,Seharusnya mobil listrik dan maksimalkan transportasi massal. mobil peribadi yg polusi dikurangkan,"Sep 3, 2023 · 6:07 PM UTC",0,0
https://twitter.com/LLenpro/status/1698395720531992612#m,Bisa ajh bisnisman..kenapa hrs mobil..pesawat penyumbang  polusi terbesar. hrsnya beli pesawat listrik...,"Sep 3, 2023 · 6:01 PM UTC",0,0
https://twitter.com/SafriNuntung/status/1698227936267243932#m,"Kayaknya pembenaran atas polusi udara Jakarta, entar lagi promo mobil listrik yg super ramah lingkungan digembor-gemborkan, siap2 aja juga kalau bukan dipaksa warga Jakarta ke IKN..","Sep 3, 2023 · 6:54 AM UTC",1,0
https://twitter.com/HardimasHP/status/1698224191894598095#m,"Makanya sekarang di push semua konsumsi daya listrik. Lewat jualan mobil listrik, kemarin sempat usul kompor listrik. Ya itu emang masterplannya. Ngabisin batu bara , yg ujungnya bikin rakyat pada ISPA sama sesak napas gara-gara polusi.","Sep 3, 2023 · 6:39 AM UTC",0,0
https://twitter.com/P3n99u94t_/status/1698224108809675031#m,"ANTARA POLUSI DAN JANJI PRESIDEN...  KALAU JADI PRESIDEN LEBIH GAMPANG ATASINYA, MOBIL LISTRIK BUKAN SOLUSI YANG TEPAT....‼️  #PresidenGagalBanyakLagak #PresidenGagalBanyakLagak 🆘🆗","Sep 3, 2023 · 6:39 AM UTC",22,1
https://twitter.com/J86195051/status/1698215855811940753#m,Alasan polusi udara dan kenaikan BBM memang itu tujuannya untuk memperlancar bisnis mobil listrik,"Sep 3, 2023 · 6:06 AM UTC",1,0
https://twitter.com/HermanBudiSant4/status/1698183992128999713#m,"Jelas2 para pakar lingkungan sebut bhw 16 PLTU yg mengitari Jabodetabek ikut andil menyumbang Polusi. Mobil listrik? Prediksiku,konsumen tetap minat ke  Ranmor BBM.Kebijakan Jepang dmn rakyatnya pilih naik transportasi umum sbg solusi tepat.","Sep 3, 2023 · 3:59 AM UTC",1,0
https://twitter.com/Yavie_cs/status/1698168680159580514#m,Menteri BUMN Erick Thohir mewajibkan BUMN untuk menggunakan mobil listrik dalam tiga tahun kedepan untuk antisipasi polusi udara  @erickthohir #PemimpinTepatSolutif https://ekonomi.republika.co.id/berita/s090cc502/erick-thohir-kaji-wacana-mobil-listrik-parkir-murah-di-fasilitas-bumn,"Sep 3, 2023 · 2:58 AM UTC",2,0
https://twitter.com/sendc0de/status/1698168126087876673#m,Erick Thohir mewajibkan BUMN untuk menggunakan mobil listrik dalam tiga tahun kedepan untuk antisipasi polusi udara  @erickthohir #PemimpinTepatSolutif https://ekonomi.republika.co.id/berita/s090cc502/erick-thohir-kaji-wacana-mobil-listrik-parkir-murah-di-fasilitas-bumn,"Sep 3, 2023 · 2:56 AM UTC",2,0
https://twitter.com/UtamaDonny/status/1698106838246715406#m,"Kemudian, ada ""ahli"" di bidang lain, untuk menangani polusi udara yang nyemprot nyemprot air. Teknologi ya. Meskipun tuai pro kontra wajar saja ya, seperti halnya mobil listrik dulu. Tapi lucunya ya banyak sekali komentar yang ""meremehkan"" teknologi itu.","Sep 2, 2023 · 10:53 PM UTC",0,1
https://twitter.com/grahesa0610/status/1698056483102196027#m,"#TIPUAN POLUSI demi JUALAN MOBIL LISTRIK, dimana Pabrik Pembuatan Battery #Lithium nya = PENYUMBANG POLUSI UDARA TERBESAR. + REKAYASA Cuaca dgn Racun Kimia #CHEMTRAIL Yg SENGAJA DISEBAR oleh PESAWAT utk Agenda DEPOPULASI  https://yanartha.wordpress.com/chemtrails-di-langit-indonesia/ https://www.bibliotecapleyades.net/ciencia/ciencia_chemtrails.htm  BEWARE..","Sep 2, 2023 · 7:33 PM UTC",0,0
https://twitter.com/nasipakde/status/1698046344257306806#m,"Si ridwan jrg muncul di for you, tp pas buzzing mobil listrik jd muncul mulu krn disambut dok aan. Reminder aja ev bukan solusi polusi. Dia cuma mindahin polusi kayak kita buang sampah di TPA jauh dr komplek.","Sep 2, 2023 · 6:52 PM UTC",0,0
https://twitter.com/mr_aw0/status/1698025189068701890#m,"Disini masih ngurusin polusi dulu, kalo polusinya masih banyak nanti roketnya bakal diganti pake mesin mobil listrik biar asap pembuangannya gak ngebul","Sep 2, 2023 · 5:28 PM UTC",0,0
https://twitter.com/kasman_abdya/status/1697988883110334688#m,"Akibat polusi udara di Jakarta, setiap kendaraan akan dilakukan uji emisi. tapi saat pengujian, bukan emisi yang teruji, tapi dompet yang diuji sampai Rp. 500 rb jika tidak lulus. ini apa namanya, uji emisi atau pemerasan atau maksa untuk beli mobil atau motor listrik?","Sep 2, 2023 · 3:04 PM UTC",0,1
https://twitter.com/fhikri_raditya/status/1697984861154496834#m,"Bukannya ngatasi polusi yang semakin hari semakin parah malah jual mobil listrik, tolol","Sep 2, 2023 · 2:48 PM UTC",0,0
https://twitter.com/KiendryK/status/1697890596218896789#m,"Pak Luhut, untuk polusi udara jabotabek sudah harus penanganan segera. Usulan : 1. Undang  china invest pabrik mobil listrik agar murah 2. Motor Gojek, grab, maxim diganti dgn motor listrik. 3. Mulai buat kawasan khusus motor listrik 4.subsidi motor listrik murah","Sep 2, 2023 · 8:33 AM UTC",0,0
https://twitter.com/Captein_Bosgenk/status/1697860294150861038#m,Ramah Lingkungan Cuma Bahasa Marketing Proses penambangan & pemurnian nikel sebagai bahan baku  batteray mobil listrik menghasilkan lebih banyak polusi daripada BBM,"Sep 2, 2023 · 6:33 AM UTC",28,1
https://twitter.com/deKerkhovens/status/1697838041744933164#m,"BAHKAN Polusi udara pun jadi bancakan proyek, tylang uji emisi, harus pake masker tipe ini lah, pengadaan mobil listrik lah, pdhal jelas di dpn mata itu transportasi umum benahin, TiJe bisa gak luh datang ontime di halte? bisa, caranya sterilin tuh jalur, sparator tinggiin #NIAT","Sep 2, 2023 · 5:05 AM UTC",0,0
https://twitter.com/dinostaurus/status/1697793489193639941#m,"Siapa si pedagang mobil listrik yg ngotot polusi sepenuhnya gara2 pengguna kendaraan? Nih hari sabtu jalan udah kosong bener dan bahkan habis ujan pertama kali, tapi polusinya malah makin pekat ya, tolol","Sep 2, 2023 · 2:08 AM UTC",0,0
https://twitter.com/LtdAkbar/status/1697752744080421285#m,Aplikasi mypertaminaku ditolak. Aku jd terpaksa beli pertadex krn beda 400 perak dg dexlite. Tapi seminggu ini pertadex srg kosong. Aku berpikir kalau bakal naik. Dan dugaanku benar. Polusi dan BBM naik adlh promosi mobil listrik yang baik. 😩,"Sep 1, 2023 · 11:26 PM UTC",4,2
https://twitter.com/galihgpb/status/1697658604256628868#m,"mungkin gaksi kalo di sangkut pautin sama bisnis mobil/motor listrik ini tuh polusi nya di sengaja, karna yaaa org nya dia2 juga, jd seakan2 menggiring supaya beli si ev ini, opini liar aja si","Sep 1, 2023 · 5:12 PM UTC",0,0
https://twitter.com/chokingXhazard/status/1697646681817481390#m,beli mobil listrik ya bantu program pemerintah mengurangi polusi,"Sep 1, 2023 · 4:24 PM UTC",0,1
https://twitter.com/lemburkuring12z/status/1697643946430865862#m,"Yah gara gara mobil dan motor listrik sih ini mah, tiba tiba polusi.😂🤣🤣 bisnis bisnis","Sep 1, 2023 · 4:13 PM UTC",0,0
https://twitter.com/ubalalaba3/status/1697622907319672958#m,"Jakarta yg polusi, Yg jadi kambing hitam nya pertalite. Harga bbm nya naek, Solusi nya rakyat harus beli mobil Listrik.  Rezim Sales bikin rakyat Paceklik.","Sep 1, 2023 · 2:50 PM UTC",0,0
https://twitter.com/HaikhSmartikh/status/1697491946099650839#m,"""Mobil listrik tapi listriknya dari PLTU, itu malah bikin polusi tinggi. PLTU lebih bikin polusi daripada mobil konvensional""  ""Enggak, Konversi energi PLTU ke mobil listrik lebih efisien drpd konversi bensin ke mobil konvensional, sehingga tetep less polusi""","Sep 1, 2023 · 6:09 AM UTC",0,0
https://twitter.com/BudiSan75825121/status/1697488846320185725#m,"Pake mobil listrik , kompor listrik ( untung ngk jadi) eh pembangkit nya pakai batubara  Giliran polusi masuk jakarta ribut ?","Sep 1, 2023 · 5:57 AM UTC",0,0
https://twitter.com/SemutIbrah99914/status/1697415614053355754#m,"Polusi udara mmg kambing hitam politik, ambisi mobil & motor listrik bagian dr program² para badut & elit politik untuk Cuan. Korban nya Rakyat miskin yg masih naik motor Supra tahun 90 an.  Kapok !! Milih aja terus pdip, spy rakyat miskin makin Makmur miskin nya 😂","Sep 1, 2023 · 1:06 AM UTC",3,0
https://twitter.com/Pencari_Rezeki/status/1697397064232210642#m,"Yang ada kita udah rasain duo centris yaitu jokowicentris dan Luhut centris..yang satu apa2 diaku sama  apa2 di gunting pita padahal blm tentu bener tuh proyek, sama yang satu apa2 diurus dr laut, investasi, covid, mobil listrik, sampe masalah polusi, pariwisata... 😂","Aug 31, 2023 · 11:52 PM UTC",1,0
https://twitter.com/SSukasim/status/1697393870164930870#m,Asbabulnujul rujukan: Batubara Transportir PLTU Polusi Udara Mobil Listrik Baterai Charge Listrik PLTU Transportir Batubara  Dari siklus di atas yg berperan besar adalah  Investor merangkap regulator dibantu setan.,"Aug 31, 2023 · 11:40 PM UTC",9,0
https://twitter.com/_antithesis_/status/1697391475007652030#m,"Disuruh mobil listrik auto konsumsi listrik makin gede, auto beban produksi pln batu bara meningkat juga akhirnya polusi sama aja. Emang tolol. Kecuali sumber listriknya diganti. Dulu indonesia pernah komitmen ngurangin polusi demi menghindari global warming mana komitnya","Aug 31, 2023 · 11:30 PM UTC",0,0
https://twitter.com/Sutan_AdiL/status/1697319847720554785#m,"Bentar lagi malah ada yg mati karna polusi udara... Sampai mobil listri dan motor listrik laris manis,.. dan si opung cs pun tersenyum...","Aug 31, 2023 · 6:46 PM UTC",1,0
https://twitter.com/Nurmy_cahyo/status/1697257953076949330#m,"Ada Luhut yg beresin polusi udara, jangan2 dia kasih solusi beli mobil listrik cina yg ga terjuaal itu,..h...h","Aug 31, 2023 · 2:40 PM UTC",0,0
https://twitter.com/suradji_halim/status/1697252241722528167#m,"P Presiden, usul utk menekan polusi udara, kendaraan listrik harus diperbanyak; misalnya turunkan bea2, pajak dll. Bila perlu berikan juga subsidi pak.  Kami dengar mobil listrik di China bisa dibawah Rp 90juta, masa di Indonesia rp 200juta lebih? Demikian, terima kasih.","Aug 31, 2023 · 2:17 PM UTC",0,0
https://twitter.com/faqihus2022/status/1697225057469391222#m,😆😆😆... yg Dulu jegal kabel bawah laut sapa... Tau nya bikin PLTU deket situ... sekarang Polusi.... Tuuutup tuch... ato bikin alesan saja buat mobil listrik ... motor listrik...  B tengik,"Aug 31, 2023 · 12:29 PM UTC",0,0
https://twitter.com/orangdalamtri/status/1697178352543773065#m,"pertalite dihapus, penyebap polusi kendaraan bermotor, solusi tetap kendaraan listrik, anak bangsa pernah bikin mobil listrik tapi tidak lolos uji emisi hmmmmm","Aug 31, 2023 · 9:23 AM UTC",0,0
https://twitter.com/OjolNyambi/status/1697168180417081754#m,SEKALIAN PERTAMINA NYA DIHAPUS POLUSI BISA DIATASI  JUGA BISA MENGURANGI BEBAN NEGARA  MOBIL DAN MOTOR LISTRIK PASTI LARIS MANIS  GIMANA ?!?! #TurunkanPresidenIlegal #TurunkanPresidenIlegal,"Aug 31, 2023 · 8:43 AM UTC",4,1
https://twitter.com/joyfanra2/status/1697160974766358668#m,Satu lagi... Dagangan mobil listrik jadi laris dipaksa polusi.,"Aug 31, 2023 · 8:14 AM UTC",0,0
https://twitter.com/madmartavia/status/1697149838536970615#m,"Setelah ini mungkin Pertalite dihapus alasannya oktan rendah bikin polusi, gak tepat sasaran, buat mendorong orang pake kendaraan listrik/umum, mobil pribadi konvensional dibatasi (bisa jadi 3 in 1 diterapin lagi).","Aug 31, 2023 · 7:30 AM UTC",0,0
https://twitter.com/GalaxytabMy/status/1697134419998572618#m,Ya kecuali transportasi masalnya..kalo motor n mobil listrik ya sm2 polusi limbahnya,"Aug 31, 2023 · 6:29 AM UTC",0,0
https://twitter.com/YayanSo94162730/status/1697122474759172217#m,"Gara"" Juragan PLTU yg jelas"" Bikin polusi...malah jualan mobil listrik...","Aug 31, 2023 · 5:41 AM UTC",0,0
https://twitter.com/sahibahnmad/status/1697113112200224966#m,Awal nya heboh polusi. Seolah gawat  darurat. Tahap kritis  Trus wacana mau  hapus pertalite  alasan uud apalah... ganti sama pertamax ...  Trus ganti mobil listrik.  Eeng ing eeeng.  ..  Zahiru rahmah wamin kibali ahzab  .,"Aug 31, 2023 · 5:04 AM UTC",0,1
https://twitter.com/Gagah_handaka/status/1697098517167411323#m,"Apakah polusi jakarta itu murni masalah negara? Apakah aku saja yang merasa ini untuk kepentingan perdagangan mobil listrik? Sekarang udah ada razia gas emisi dan dendanya, BBM mau naik lagi kata pak luh......   ""TOK! TOK! TOK! FBI OPEN THE DOOR!"" 🤣","Aug 31, 2023 · 4:06 AM UTC",0,0
https://twitter.com/ridwan2474/status/1697086097631989842#m,Emangnya anies waktu ngomong pake otak??? Kok kadang kayak tai yg keluar. Mobil listrik lebih polusi dari bus solar. Kayak tai banget otaknya. Alat transportasi adalah kaki. Tai gak menurut kadrun??,"Aug 31, 2023 · 3:17 AM UTC",0,0
https://twitter.com/arwahlaron/status/1697079242855735498#m,"Pantesan treak2 Polusi, rupanya buat nguras BPJs, sama promoin mobil listrik si onoh","Aug 31, 2023 · 2:49 AM UTC",0,0
https://twitter.com/belaIndonesiaID/status/1697044358825148712#m,"Ketika memproduksi mobil listrik... Emang nggak bikin polusi itu perusahaannya?   Nah dicek juga standar amdalnya.   Jangan kemana mana bicara mobil listrik, pabrik mobilnya justru nanti buat masalah ke depannya.","Aug 31, 2023 · 12:31 AM UTC",0,0
https://twitter.com/KhairiRahmadani/status/1697038120133550361#m,Dia punya batu bara dia punya mobil listrik bener2 putaran mainan vibes nya kek Rothschild versi Nasional 🙃  Dia yg bikin polusi orang di suruh beli mobil listrik terus isi daya nya pake Listrik hasil dari batubara 🙃🤗 gitu aja terus mutar-mutar 🤣🤣  Rakyat mah cma jadi budak,"Aug 31, 2023 · 12:06 AM UTC",0,0
https://twitter.com/irfanwahidi60/status/1697035314622238949#m,"Akhirnya terang benderang, gembar gembor polusi udara Jakarta hanyalah untuk akselerasi penjualan mobil motor listrik dan menaikan harga pertalite dgn menggati pertalite dgn katanya ""pertamax green ?"" yg tentunya dgn harga yg lebih tinggi dari harga pertalite sekarang,,","Aug 30, 2023 · 11:55 PM UTC",32,7
https://twitter.com/msaid_didu/status/1697011226449203464#m,"Setelah engkau intervensi utk batalkan kabel listrik bawah laut, engkau bangun PLTU di dekat Jakarta, dan setelah PLTU menjadi penyebab polusi, engkau jualan mobil listrik. Apakah engkau memang bajingan ?","Aug 30, 2023 · 10:19 PM UTC",6106,775
https://twitter.com/boruniraja75/status/1696931916430364689#m,Aduh ... yg ditunjuk nanganin polusi adalah yg support mobil listrik 😂 😂😂 ini kira2 bagaimana solusinya,"Aug 30, 2023 · 5:04 PM UTC",0,0
https://twitter.com/kohliangtai/status/1696926260403048911#m,"Itu sih hadiah Bonus Agustusan bagi Jendral (mobil dan motor listrik) Indonesia !!  Mudah mudahan tambah sejahtera, ya Paks  Insya Allah, kalau kendaraan listrik sdh memenuhi Negeri, nggak perlu lagi tayamum di perjalanan karena sdh nggak ada polusi lagi, debunya sdh ilang","Aug 30, 2023 · 4:42 PM UTC",0,0
https://twitter.com/wheeeastari/status/1696913475199812035#m,Untuk melindungi segenap kepentingan pemerentah dan kepentingan pribadi. Karena negara miliknyaa dan kelompoknya.   Paling apa sih terobosan untuk penanganan polusi? disuruh beli mobil listrik? pindah ikn? muter disitu lah paling.,"Aug 30, 2023 · 3:51 PM UTC",0,0
https://twitter.com/low_lowi/status/1696910169395888193#m,"mslh polusi, mjd pembenar, utk,  hilangkan pertalite (harga) bersubsidi & wajib beli/ganti ke motor/mobil listrik,  arahnya, gitu tah min ?,  sanksi ke industri, gmn min ?,  moga ga hny jd retorika basi, atau mlh jd ajang kolusi-korupsi di tataran realitanya, ya min ?😔...","Aug 30, 2023 · 3:38 PM UTC",0,1
https://twitter.com/HendZiddane/status/1696894433977905542#m,"PLTU,kendaraan bermotor,tukang sate,asap rokok.Mana yg pareto mnjadi penyebab polusi? Solusinya..ganti mobil listrik,dan pindah ke IKN. Tiongkok girang.","Aug 30, 2023 · 2:35 PM UTC",0,0
https://twitter.com/OmJ_JeNggott/status/1696889383306105067#m,PLTU & Polusi Udara   Jokowi 👉Batubara Picu Polusi 16 PLTU kepung jkt Pemprov Banten👉bantah PLTU sebagai biang kerok Polusi udara  Pakar👉 Emisi PLTU jadi Bahan Baku Semen jadi tidak berterbangan   Luhut ditunjuk Jokowi Bereskan Masalah Polusi Udara   Ujung² nya Mobil listrik,"Aug 30, 2023 · 2:15 PM UTC",1,0
https://twitter.com/juwita_sjp/status/1696886118879293598#m,"Trus untuk mengurangi polusi kita disuruh pakai mobil listrik, yg listriknya disuplai oleh PLTU batu bara, ambyar","Aug 30, 2023 · 2:02 PM UTC",51,2
https://twitter.com/liaasister/status/1696884894243168304#m,"Setelah banyak drama akhir2 ini..ada batuk2 nya pak lurah yg katanya hampir sebulan, ada denda uji remisi, ada WFH untuk mengurangi polusi.  Akhirnya ujung2 nya kembali ke Mobil Listrik juga . 🤭🤭","Aug 30, 2023 · 1:57 PM UTC",32,11
https://twitter.com/kl8622/status/1696870080251097184#m,Ribut masalah polusi apa mungkin akal²an nantinya buat pemasaran mobil listrik....?,"Aug 30, 2023 · 12:58 PM UTC",0,0
https://twitter.com/Catatan_ali7/status/1696854848506077538#m,POLUSI UDARA itu Tameng Agar Mobil LISTRIK laku dan Agar Bisa salahkan PERTALITE sebabkan Polusi lalu diganti dengan PERTAMAX GREEN   Dan ada juga yang memanfaatkan nya untuk menaikan Anggaran dengan Alasan Anggaran kesedot penyakit yang disebabkan POLUSI UDARA  #BangsatBangsa,"Aug 30, 2023 · 11:58 AM UTC",99,11
https://twitter.com/nesiahafaz/status/1696852467580072184#m,Perbandingan polusi pagi dan sore. Pagi jauh lebih parah dibanding sore pdhl sama2 rush hour org kerja PP. Tapi pabrik dan PLTU kerja paling byk tuh pas malem. Itu artinya apa? Masih nyuruh beli mobil listrik solusinya?,"Aug 30, 2023 · 11:48 AM UTC",0,1
https://twitter.com/SemutIbrah99914/status/1696815448845926403#m,Ketika Polusi diatasi dg Mobil & Motor listrik 😂,"Aug 30, 2023 · 9:21 AM UTC",0,0
https://twitter.com/tempodotco/status/1696807613659488274#m,"Jokowi Jelaskan Penanganan Polusi Udara di Jakarta, Mulai Modifikasi Cuaca hingga Mobil Listrik #TempoNasional https://nasional.tempo.co/read/1766031/jokowi-jelaskan-penanganan-polusi-udara-di-jakarta-mulai-modifikasi-cuaca-hingga-mobil-listrik?utm_source=Twitter&utm_medium=dlvr.it","Aug 30, 2023 · 8:50 AM UTC",0,1
https://twitter.com/Ganjar_Mahfud03/status/1696760158435905772#m,Pak @jokowi @ganjarpranowo @basuki_btp Coba import / kerjasama dgn China buat mobil listrik dr China ini murah plus subsidi negara ga banyak pasti banyak yg mampu beli Jd BBM bisa ekspor dpt Devisa Kurangi polusi & panas bumi.  Yad motor mobil KA tenaga listrik PLN panas bumi matahari nuklir air  Pasang surut air laut https://otomotif.sindonews.com/read/1186313/120/mobil-listrik-mungil-2-tempat-duduk-ini-dibanderol-rp18-juta-mampu-melesat-120-kmjam-1693120085,"Aug 30, 2023 · 5:42 AM UTC",5,0
https://twitter.com/putra_merbabu/status/1696739611446534217#m,Baru sadar dibalik penunjukan org ini Oleh @jokowi  utk mengatasi polusi udara  di DKI. ternyata ada bisnis mobil listrik dibalik bakwan.,"Aug 30, 2023 · 4:20 AM UTC",0,0
https://twitter.com/RenjerHijau/status/1696728068801679402#m,Bapak polusi dan pedagang batrai disuruh ngatasin polusi wkakwka. Kasih warga mobil listrik gratis pak,"Aug 30, 2023 · 3:34 AM UTC",1,1
https://twitter.com/JohnBlack03/status/1696714343252213886#m,penyebab polusi yaitu PLTU yang memproduksi energi untuk mobil listrik :3,"Aug 30, 2023 · 2:39 AM UTC",1,0
https://twitter.com/FurqanIbr64677/status/1696702534411534427#m,"Mengatasi polusi Jakarta dan bodetabek adalah mobil dan motor listrik dan pindah ke IKN. Solusi penguasa+pengusaha, beralih ke kendaraan listrik, pake masker dan pindah ke IKN.","Aug 30, 2023 · 1:53 AM UTC",1,0
https://twitter.com/ApipMatteo10/status/1696686318125043880#m,"padahal tujuan mobil listrik ini paling penting mengurangi polusi , toh liat jalarta itu polusinya gmna","Aug 30, 2023 · 12:48 AM UTC",1,0
https://twitter.com/fhnmandaxx/status/1696660718739697960#m,"Iyaa juga sih kalo 'misal' yg lain udh beralih ke mobil listrik, tapi masih banyak container, truk2 muatan gede, yaa sama aja tetep ngasilin polusi udara🥹 ntahlah tunggu aja apa yg akan dilakukan pak Luhut 😭🙌","Aug 29, 2023 · 11:06 PM UTC",0,1
https://twitter.com/liaasister/status/1696636591224004670#m,"Ooh begitu. Berarti dia ""menguasai"" semuanya ,bisnis nya pun ikut masuk. Misalnya waktu covid, bisnis pcr.  Banyak polusi, bisnis mobil listrik dll. 🙈🙈","Aug 29, 2023 · 9:30 PM UTC",0,1
https://twitter.com/PtkDaeng/status/1696561256411353385#m,Solusi mengatasi polusi udara jakarta iya lah menggunakan mobil listrik dan motor listrik 😅😂🤣😝🤪,"Aug 29, 2023 · 4:31 PM UTC",0,0
https://twitter.com/keburutel4t/status/1696543377951772687#m,"Pabrik yg bkin polusi banyak, warganya yg disalahin suruh beli mobil listrik ?","Aug 29, 2023 · 3:20 PM UTC",0,0
https://twitter.com/firda_rita/status/1696542668862693605#m,rakyat dipaksa pake mobil listrik deh. alesan buat ngurangi polusi.,"Aug 29, 2023 · 3:17 PM UTC",0,0
https://twitter.com/Elnino23706025/status/1696533034315710724#m,Demi memuluskan penjualan mobil listrik cina dg dalih polusi..bajingan,"Aug 29, 2023 · 2:39 PM UTC",0,0
https://twitter.com/Elnino23706025/status/1696531605085638858#m,Demi memuluskan penjualan mobil listrik ciba..dengan dalih polusi,"Aug 29, 2023 · 2:33 PM UTC",2,1
https://twitter.com/sattoraji/status/1696530549505208617#m,Gan coba dibantu share kondisi polusi sekitar PLTU mengkhawatirkannya seperti apa?  Kepikiran sih apakah gara2 polusi nantinya akan muncul aturan darurat agar mobil/motor listrik akselerasi salesnya makin yahud,"Aug 29, 2023 · 2:29 PM UTC",0,0
https://twitter.com/21_mozza/status/1696512110350770447#m,"Owh...kalo masalah BBM udah di konfrensi pers maren ama Lord King LBP akan ada kenaikan katanya ,makanya skrg ini di berdayakan mobil n motor listrik ,perusahaan dia . Sebab bkn AB yg jd gubernur masalah polusi di jkrt skrg ni saling membela satu sama lain .","Aug 29, 2023 · 1:16 PM UTC",2,1
https://twitter.com/cbroee/status/1696493662560206913#m,"Ketika rakyatnya jadi ladang bisnis bagi penguasa. Setelah mobil/motor listrik, sekarang alat water mist diminta bayarkan pada rakyatnya dengan alasan mengatasi polusi.  Semenyebalkan ini sudah tatanan negeri mu saat sekarang.","Aug 29, 2023 · 12:03 PM UTC",1,0
https://twitter.com/illbitcozycrew/status/1696484262638399980#m,ooo ini sebabnya toh yang bikin mobil listrik smk itu jadi gagal kah? padahal ni kalau lancar bisa tuh mengurangi polusi apalagi khusus di ibukota 🥲,"Aug 29, 2023 · 11:25 AM UTC",0,0
https://twitter.com/G_VanyJKT48/status/1696458139485487483#m,Masalah polusi diubah jadi peluang jualan mobil listrik,"Aug 29, 2023 · 9:41 AM UTC",2,0
